전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,수정전국매출액,개봉일관객수,개봉일매출액,개봉일매출비율,배우가중치,감독가중치,영화명,개봉일,국적,장르,등급,국내배급사,상장배급사,주요배급사,타겟
609,351959556000000000,476665,951166060.0,126118,35.1959556,52321.0,309466700.0,16.1,0.5666666666666667,0.0333333333333333,"로봇, 소리",2016-01-27,1.0,드라마,2,0.0,1.0,1,0
590,396733509500000000,475309,1022502995.0,116855,39.67335095,68598.0,536597600.0,21.6,0.6,0.0666666666666666,트리플 엑스 리턴즈,2017-02-08,0.0,액션,1,0.0,1.0,1,0
763,388605247300000000,474137,1063654573.0,126389,38.86052473,43149.0,336347900.0,7.0,0.5,0.2333333333333333,변산,2018-07-04,1.0,드라마,1,0.0,0.0,0,1
429,357538475400000000,472693,738570754.0,93940,35.75384754,16506.0,102407500.0,3.0,0.2,0.1,위험한 상견례 2,2015-04-29,1.0,멜로/로맨스,1,0.0,1.0,1,1
273,333394700000000000,472692,658609000.0,87536,33.33947,73159.0,550644000.0,4.4,0.5333333333333333,0.0333333333333333,잠베지아: 신비한 나무섬의 비밀,2012-12-25,0.0,애니메이션,3,0.0,1.0,1,1
411,362283550000000000,472118,1389410500.0,172316,36.228355,38882.0,293167500.0,17.9,0.1333333333333333,0.1,슈퍼 에이트,2011-06-16,0.0,기타,2,0.0,1.0,1,0
341,363055700000000000,471547,1289489000.0,159087,36.30557,33820.0,243673000.0,8.5,0.5,0.1,카운트다운,2011-09-29,1.0,드라마,0,0.0,1.0,1,0
357,329881420900000000,471103,958627500.0,127932,32.98814209,39297.0,275482000.0,9.8,0.2,0.0333333333333333,식객2 : 김치전쟁,2010-01-28,1.0,드라마,3,0.0,1.0,1,1
433,329409640000000000,470990,578757300.0,80798,32.940964,54213.0,369307400.0,4.2,0.4,0.2,명탐정 코난 : 화염의 해바라기,2015-08-05,0.0,애니메이션,3,0.0,1.0,1,1
970,335731253000000000,470105,1117674930.0,152609,33.5731253,146965.0,887028600.0,30.0,0.7666666666666667,0.0333333333333333,리얼,2017-06-28,1.0,액션,0,0.0,1.0,1,0
286,339930073100000000,468273,1072773500.0,140934,33.99300731,10658.0,80353500.0,7.4,0.1666666666666666,0.0333333333333333,적인걸: 측천무후의 비밀,2010-10-06,0.0,액션,2,0.0,1.0,1,1
412,344375300000000000,467697,1074184000.0,139734,34.43753,22553.0,159766000.0,8.3,0.6666666666666666,0.0333333333333333,페이스메이커,2012-01-18,1.0,드라마,2,0.0,1.0,1,0
837,427745298200000000,466475,1422916782.0,148074,42.77452982,71816.0,615511580.0,21.4,0.8333333333333334,0.1333333333333333,글래스,2019-01-17,0.0,드라마,1,1.0,0.0,1,1
536,368588259000000000,465749,1100816390.0,133245,36.8588259,67072.0,505016600.0,14.6,0.4666666666666667,0.0333333333333333,마담 뺑덕,2014-10-02,1.0,멜로/로맨스,0,0.0,1.0,1,0
379,368114200000000000,465607,1175354000.0,135474,36.81142,10974.0,90176000.0,3.3,0.2,0.0333333333333333,카 2,2011-07-20,0.0,애니메이션,3,1.0,0.0,1,1
218,370562180000000000,465495,1048442800.0,128547,37.056218,38923.0,223629700.0,5.5,0.1333333333333333,0.0333333333333333,너의 췌장을 먹고 싶어,2017-10-25,0.0,드라마,2,0.0,1.0,1,1
546,370235382800000000,465492,1047948228.0,125716,37.02353828,61795.0,463897100.0,24.2,0.4,0.0666666666666666,순수의 시대,2015-03-05,1.0,기타,0,0.0,1.0,1,1
323,482506300000000000,464607,1576162500.0,141082,48.25063,45842.0,478453500.0,24.6,0.1,0.0333333333333333,생텀,2011-02-10,0.0,기타,1,0.0,0.0,0,0
374,337378000000000000,462176,953106500.0,123921,33.7378,33802.0,238500500.0,11.4,0.1666666666666666,0.0333333333333333,락아웃: 익스트림미션,2012-06-14,0.0,기타,1,0.0,1.0,1,1
309,332513648900000000,459535,1046015000.0,136364,33.25136489,13932.0,101757000.0,6.6,0.3,0.0333333333333333,언스토퍼블,2010-11-10,0.0,액션,2,1.0,0.0,1,1
647,378671221000000000,459421,1188643810.0,139729,37.8671221,42630.0,330951300.0,18.7,0.4,0.0333333333333333,라이프,2017-04-05,0.0,기타,1,1.0,0.0,1,1
731,379767611200000000,459020,709340562.0,82070,37.97676112,54297.0,429188850.0,14.4,0.6666666666666666,0.0333333333333333,동네사람들,2018-11-07,1.0,액션,1,0.0,0.0,1,0
232,335257050000000000,458988,1491279000.0,195629,33.525705,16209.0,115201500.0,3.4,0.1,0.0333333333333333,세 얼간이,2011-08-18,0.0,코미디,2,0.0,0.0,0,0
584,299182473900000000,451669,802364239.0,113253,29.91824739,44704.0,288115500.0,11.7,0.1333333333333333,0.0333333333333333,노브레싱,2013-10-30,1.0,드라마,1,0.0,0.0,0,0
351,372093160000000000,450374,783246100.0,92593,37.209316,163644.0,1192611300.0,11.1,0.6666666666666666,0.0333333333333333,원더풀 고스트,2018-09-26,1.0,코미디,2,0.0,0.0,0,1
382,338343022700000000,449071,1351448227.0,173379,33.83430227,43541.0,314888000.0,10.7,0.3,0.0333333333333333,클라우드 아틀라스,2013-01-09,0.0,기타,0,0.0,1.0,1,1
448,357607903300000000,448923,1591867433.0,194719,35.76079033,15834.0,117138800.0,4.4,0.1333333333333333,0.0333333333333333,히든 피겨스,2017-03-23,0.0,드라마,2,1.0,0.0,1,1
582,325559820000000000,448381,770592800.0,102460,32.555982,94241.0,645190000.0,6.7,0.0,0.2,명탐정 코난:진홍의 연가,2017-08-02,0.0,애니메이션,2,0.0,1.0,1,0
287,228076251600000000,447569,545735500.0,111248,22.80762516,40599.0,293992500.0,3.6,0.1333333333333333,0.0333333333333333,대한민국 1%,2010-05-05,1.0,드라마,2,0.0,1.0,1,0
489,362226870700000000,446664,1786531309.0,215870,36.22268707,27454.0,212205500.0,9.9,0.3666666666666666,0.0333333333333333,빅쇼트,2016-01-21,0.0,드라마,0,0.0,1.0,1,0
187,326513544900000000,446510,1234133000.0,159569,32.65135449,20881.0,149683500.0,6.2,0.1666666666666666,0.0333333333333333,파라노말 액티비티,2010-01-13,0.0,기타,2,0.0,1.0,1,0
565,332403377200000000,446379,794998472.0,102380,33.24033772,59907.0,355845700.0,11.3,0.6666666666666666,0.1333333333333333,반드시 잡는다,2017-11-29,1.0,기타,1,0.0,1.0,1,1
544,329058270000000000,445014,659878500.0,84092,32.905827,10545.0,72168900.0,3.3,0.3333333333333333,0.0666666666666666,뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,1.0,애니메이션,3,0.0,1.0,1,0
557,354426270600000000,445009,988467906.0,118684,35.44262706,111569.0,891386900.0,16.3,0.6666666666666666,0.0333333333333333,헌츠맨: 윈터스 워,2016-04-13,0.0,액션,2,1.0,0.0,1,0
393,320614422800000000,444045,794739189.0,105302,32.06144228,35456.0,247331000.0,12.3,0.4,0.0333333333333333,익스펜더블 2,2012-09-06,0.0,액션,1,0.0,1.0,1,1
321,350450900000000000,443889,1671193500.0,205218,35.04509,11033.0,85037500.0,4.7,0.2333333333333333,0.1,밀레니엄 : 여자를 증오한 남자들,2012-01-11,0.0,기타,0,1.0,0.0,1,0
441,313432873000000000,437101,883586000.0,117792,31.3432873,34950.0,244290500.0,18.9,0.3333333333333333,0.0333333333333333,워리어스 웨이,2010-12-01,0.0,액션,1,0.0,0.0,0,0
761,337751179000000000,436205,658294480.0,83166,33.7751179,35839.0,257508580.0,9.1,0.2666666666666666,0.0666666666666666,감쪽같은 그녀,2019-12-04,1.0,드라마,3,0.0,0.0,0,0
218,327743450000000000,435201,936385500.0,118501,32.774345,30959.0,224939500.0,12.4,0.2666666666666666,0.0333333333333333,시즌 오브 더 위치: 마녀 호송단,2011-01-13,0.0,기타,1,0.0,1.0,1,1
613,331012243300000000,433825,807184333.0,101624,33.10122433,53333.0,305148800.0,10.3,0.2666666666666666,0.0333333333333333,원라인,2017-03-29,1.0,범죄,1,0.0,1.0,1,1
572,336004548900000000,431310,999537689.0,123013,33.60045489,79801.0,593991700.0,8.9,0.8666666666666667,0.0666666666666666,"협녀, 칼의 기억",2015-08-13,1.0,기타,1,0.0,1.0,1,0
398,360326856000000000,429733,1945643390.0,229903,36.0326856,12416.0,104664150.0,3.4,0.0666666666666666,0.0333333333333333,그린 북,2019-01-09,0.0,드라마,2,0.0,1.0,0,1
570,321326300000000000,429569,676764500.0,86626,32.13263,50159.0,334154700.0,7.0,0.1666666666666666,0.0333333333333333,터닝메카드W: 블랙미러의 부활,2017-01-18,1.0,애니메이션,3,0.0,0.0,1,1
415,314654200000000000,429141,740934000.0,96526,31.46542,50653.0,347658500.0,17.5,0.2666666666666666,0.0333333333333333,창수,2013-11-28,1.0,드라마,0,0.0,0.0,0,0
314,303939600000000000,428896,1022909000.0,135829,30.39396,14312.0,104277000.0,8.3,0.3333333333333333,0.0666666666666666,랭고,2011-03-03,0.0,애니메이션,3,0.0,1.0,1,0
425,335408623000000000,428429,801709530.0,97876,33.5408623,46567.0,353043000.0,10.7,0.5666666666666667,0.0333333333333333,오피스,2015-09-03,1.0,기타,1,0.0,0.0,1,1
377,324657200000000000,428139,1086129500.0,135442,32.46572,35515.0,257077000.0,15.8,0.9333333333333332,0.0666666666666666,모비딕,2011-06-09,1.0,기타,1,0.0,1.0,1,0
532,350146305000000000,428009,955732990.0,112053,35.0146305,30692.0,178833530.0,5.2,0.1,0.0666666666666666,장난스런 키스,2019-03-27,0.0,멜로/로맨스,2,0.0,0.0,0,1
607,312266100000000000,427764,633690100.0,83429,31.22661,9077.0,65677100.0,2.1,0.1,0.0333333333333333,스머프: 비밀의 숲,2017-04-28,0.0,애니메이션,3,1.0,0.0,1,1
347,294478674800000000,425972,605667102.0,83100,29.44786748,30747.0,210069500.0,8.3,0.1333333333333333,0.0333333333333333,두 개의 달,2012-07-12,1.0,기타,1,0.0,1.0,1,0
559,339891500000000000,425799,980935100.0,117670,33.98915,63347.0,482064700.0,14.9,0.6333333333333333,0.0333333333333333,나를 잊지 말아요,2016-01-07,1.0,멜로/로맨스,1,0.0,1.0,1,1
511,329770901100000000,424041,1056211911.0,129527,32.97709011,30913.0,224616300.0,19.6,0.2333333333333333,0.0333333333333333,다이버전트,2014-04-16,0.0,기타,1,0.0,1.0,1,1
294,294225350000000000,424002,755646500.0,101133,29.422535,44212.0,285749500.0,10.5,0.2333333333333333,0.0333333333333333,티끌모아 로맨스,2011-11-10,1.0,멜로/로맨스,1,0.0,0.0,0,0
285,305922860000000000,423026,823931500.0,111391,30.592286,23038.0,162470000.0,5.3,0.2,0.0333333333333333,신이 보낸 사람,2014-02-13,1.0,드라마,1,0.0,0.0,0,1
627,338105020000000000,416303,886785300.0,107570,33.810502,43694.0,335132900.0,4.3,0.2333333333333333,0.0666666666666666,흥부: 글로 세상을 바꾼 자,2018-02-14,1.0,기타,2,0.0,1.0,1,0
482,326208743100000000,414626,1116340931.0,136987,32.62087431,50014.0,331691500.0,14.1,0.5666666666666667,0.0333333333333333,무뢰한,2015-05-27,1.0,멜로/로맨스,0,0.0,1.0,0,1
278,286830250000000000,414083,767129500.0,105940,28.683025,18475.0,125789500.0,6.2,0.5,0.1,늑대소년-확장판,2012-12-06,1.0,멜로/로맨스,1,0.0,1.0,1,1
657,343780920000000000,412850,942294620.0,110636,34.378092,72440.0,572932790.0,14.4,0.1333333333333333,0.0666666666666666,해피 데스데이 2 유,2019-02-14,0.0,기타,1,1.0,0.0,1,1
588,334822065500000000,412843,953887855.0,113292,33.48220655,31067.0,234956600.0,9.4,0.2333333333333333,0.1,킹 아서: 제왕의 검,2017-05-17,0.0,기타,2,1.0,0.0,1,1
394,307112723100000000,410644,695266031.0,88552,30.71127231,48923.0,358402300.0,13.4,0.0333333333333333,0.0333333333333333,주온 : 끝의 시작,2014-07-16,0.0,기타,1,0.0,1.0,1,1
763,314021442000000000,410131,535720640.0,66881,31.4021442,57616.0,405005750.0,12.4,0.2,0.1333333333333333,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,1.0,애니메이션,3,0.0,1.0,1,1
272,325239226100000000,408322,1739794961.0,212631,32.52392261,6918.0,52621500.0,2.5,0.1,0.0333333333333333,러빙 빈센트,2017-11-09,0.0,애니메이션,1,0.0,0.0,1,1
526,303894510000000000,407727,513530500.0,66475,30.389451,27229.0,205463700.0,2.2,0.2,0.0333333333333333,넛잡 2,2017-10-03,1.0,애니메이션,3,0.0,1.0,1,1
306,278683400000000000,407264,630429500.0,88120,27.86834,80132.0,567364000.0,4.5,0.1,0.0333333333333333,니코: 산타비행단의 모험,2012-12-25,0.0,애니메이션,3,0.0,0.0,0,1
176,329202050000000000,406284,1109174800.0,134427,32.920205,5330.0,42033100.0,1.2,0.1,0.0666666666666666,나의 소녀시대,2016-05-12,0.0,멜로/로맨스,1,0.0,0.0,0,0
238,307402679900000000,405580,1683672000.0,214021,30.74026799,30787.0,221314500.0,12.0,0.1,0.0333333333333333,섹스 앤 더 시티 2,2010-06-10,0.0,드라마,0,1.0,0.0,1,1
371,320152703100000000,404456,869573831.0,104800,32.01527031,38128.0,290070400.0,8.6,0.4,0.0333333333333333,좋은 친구들,2014-07-10,1.0,범죄,0,0.0,1.0,1,1
691,317553914500000000,401541,932267045.0,114257,31.75539145,49188.0,359380500.0,18.7,0.5,0.0666666666666666,아메리칸 메이드,2017-09-14,0.0,범죄,1,1.0,0.0,1,1
285,264027082100000000,401477,642250500.0,91867,26.40270821,9759.0,62583500.0,2.6,0.3,0.0333333333333333,아스트로 보이-아톰의 귀환,2010-01-13,0.0,애니메이션,3,0.0,0.0,0,0
479,332112014700000000,400329,1078017647.0,120563,33.21120147,48055.0,386296700.0,12.5,0.1,0.1,닌자터틀,2014-08-28,0.0,액션,2,0.0,1.0,1,1
451,302931060000000000,399667,820859100.0,103173,30.293106,63458.0,466725600.0,10.2,0.1666666666666666,0.0666666666666666,판타스틱 4,2015-08-20,0.0,액션,2,1.0,0.0,1,0
256,302553817400000000,398097,986171000.0,123723,30.25538174,42923.0,314389000.0,7.6,0.2666666666666666,0.0333333333333333,익스펜더블,2010-08-19,0.0,기타,0,0.0,0.0,0,1
290,299278300000000000,397923,706539500.0,88089,29.92783,18450.0,134097000.0,10.3,0.3,0.0333333333333333,사랑이 무서워,2011-03-10,1.0,코미디,1,0.0,1.0,1,0
617,294118370000000000,397633,545562900.0,69798,29.411837,12201.0,74273100.0,1.5,0.0666666666666666,0.0333333333333333,몬스터 패밀리,2017-12-21,0.0,애니메이션,3,0.0,0.0,1,0
299,275739600000000000,397381,596923300.0,83779,27.57396,23648.0,159126600.0,1.8,0.0,0.2,명탐정 코난 : 이차원의 저격수,2014-08-06,0.0,애니메이션,2,0.0,1.0,1,0
542,300752236100000000,395408,701649561.0,88325,30.07522361,87322.0,620226200.0,6.9,0.4,0.0333333333333333,명탐정 코난 : 제로의 집행인,2018-08-08,0.0,애니메이션,2,0.0,1.0,1,1
316,246017300000000000,389253,431524600.0,63735,24.60173,20161.0,124998000.0,2.4,0.3666666666666666,0.0666666666666666,명탐정 코난 : 수평선상의 음모,2013-08-07,0.0,애니메이션,2,0.0,1.0,1,0
599,300625810000000000,388300,598557400.0,74077,30.062581,4770.0,34094500.0,1.2,0.2666666666666666,0.0333333333333333,피터 래빗,2018-05-16,0.0,애니메이션,3,1.0,0.0,1,0
401,275014950000000000,387527,981855500.0,134579,27.501495,42702.0,288068500.0,9.7,0.5333333333333333,0.0666666666666666,론 레인저,2013-07-04,0.0,액션,1,1.0,0.0,1,0
452,285685913200000000,387409,602511932.0,79237,28.56859132,60407.0,391282000.0,13.6,0.4666666666666667,0.0333333333333333,내 심장을 쏴라,2015-01-28,1.0,드라마,1,0.0,0.0,1,1
845,329596923000000000,387342,956421180.0,107352,32.9596923,100685.0,871767020.0,12.2,0.2666666666666666,0.0666666666666666,제미니 맨,2019-10-09,0.0,액션,2,0.0,1.0,1,1
654,290669254600000000,385934,882787046.0,111369,29.06692546,37015.0,261981600.0,17.0,0.9333333333333332,0.0333333333333333,나의 독재자,2014-10-30,1.0,드라마,1,0.0,1.0,1,0
533,285979140000000000,385552,752045900.0,96612,28.597914,4770.0,34094500.0,1.3,0.1,0.0333333333333333,천재 강아지 미스터 피바디,2014-04-24,0.0,애니메이션,3,0.0,1.0,1,1
518,311177239100000000,384789,722677691.0,87120,31.11772391,29167.0,221848100.0,6.9,0.0666666666666666,0.1333333333333333,언더 워터,2016-07-13,0.0,기타,1,1.0,0.0,1,0
324,288102400000000000,383862,945721500.0,120118,28.81024,31489.0,229475500.0,16.1,0.1666666666666666,0.0666666666666666,크로니클,2012-03-15,0.0,액션,1,1.0,0.0,1,0
621,295639762300000000,383336,736134723.0,92067,29.56397623,35583.0,248145500.0,9.3,0.5666666666666667,0.0333333333333333,보통사람,2017-03-23,1.0,드라마,1,0.0,0.0,1,1
398,289143120500000000,383332,998799305.0,128825,28.91431205,34334.0,218862300.0,6.8,0.7666666666666667,0.0333333333333333,소수의견,2015-06-24,1.0,드라마,1,0.0,0.0,0,1
379,425870024700000000,382607,1878516000.0,161218,42.58700247,31211.0,349555000.0,10.9,0.1666666666666666,0.0666666666666666,트론: 새로운 시작,2010-12-29,0.0,기타,2,1.0,0.0,1,1
748,287190511500000000,380581,740794715.0,93920,28.71905115,44469.0,319668700.0,12.9,0.7333333333333333,0.0666666666666666,대장 김창수,2017-10-19,1.0,드라마,2,0.0,0.0,1,1
329,282830167400000000,378729,1259351674.0,163582,28.28301674,50954.0,344240500.0,8.3,0.2333333333333333,0.0666666666666666,스토커,2013-02-28,0.0,드라마,0,1.0,0.0,1,1
243,281929879900000000,377801,811821000.0,103188,28.19298799,23192.0,168295500.0,5.7,0.0666666666666666,0.0333333333333333,공자 춘추전국시대,2010-02-11,0.0,드라마,2,0.0,0.0,0,0
300,285044124800000000,375573,944127500.0,118230,28.50441248,25663.0,186533000.0,16.8,0.0666666666666666,0.0333333333333333,프롬 파리 위드 러브,2010-03-11,0.0,액션,0,0.0,0.0,0,1
371,286223450000000000,373344,1181928000.0,147607,28.622345,30540.0,221903500.0,17.7,0.4333333333333333,0.0333333333333333,컨트롤러,2011-03-03,0.0,기타,2,1.0,0.0,1,0
526,269424770000000000,366442,433186900.0,55992,26.942477,34965.0,239802400.0,5.8,0.2,0.0666666666666666,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,0.0,애니메이션,3,0.0,0.0,1,1
168,255747786900000000,366277,768747000.0,107618,25.57477869,17817.0,121503500.0,4.7,0.2,0.1666666666666666,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010-12-23,0.0,애니메이션,3,0.0,1.0,1,1
512,291859879600000000,364415,1201564996.0,145292,29.18598796,45653.0,354173500.0,11.6,0.1333333333333333,0.0333333333333333,그레이의 50가지 그림자,2015-02-26,0.0,드라마,0,1.0,0.0,1,1
177,261676121100000000,364251,843504500.0,111915,26.16761211,19421.0,142928500.0,12.7,0.1333333333333333,0.0333333333333333,파라노말 액티비티 2,2010-10-21,0.0,기타,2,0.0,1.0,1,1
249,272856250000000000,362572,1032181500.0,131108,27.285625,24170.0,176216500.0,14.9,0.3,0.0333333333333333,레드 라이딩 후드,2011-03-17,0.0,드라마,1,1.0,0.0,1,1
532,269222569100000000,360556,649663691.0,83379,26.92225691,6632.0,47152400.0,1.8,0.1666666666666666,0.0333333333333333,홈,2015-05-21,0.0,애니메이션,3,0.0,1.0,1,0
168,264369914700000000,359899,1313335000.0,172111,26.43699147,9692.0,68747000.0,7.2,0.1333333333333333,0.0333333333333333,블라인드 사이드,2010-04-15,0.0,드라마,2,1.0,0.0,1,1
237,238282000000000000,359663,510216500.0,73338,23.8282,11125.0,73828500.0,2.3,0.0666666666666666,0.1666666666666666,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2011-12-22,0.0,애니메이션,3,0.0,1.0,1,1
923,308503631800000000,359041,869712348.0,88798,30.85036318,88996.0,610244780.0,17.0,0.2666666666666666,0.0333333333333333,고질라: 킹 오브 몬스터,2019-05-29,0.0,액션,2,1.0,0.0,1,0
575,292283465500000000,356976,1056740255.0,124309,29.22834655,33023.0,254937600.0,21.2,0.1666666666666666,0.0333333333333333,클로버필드 10번지,2016-04-07,0.0,기타,1,0.0,1.0,1,1
489,274902770000000000,356342,726924400.0,90270,27.490277,53657.0,405288500.0,12.6,0.5333333333333333,0.0666666666666666,경성학교: 사라진 소녀들,2015-06-18,1.0,기타,1,0.0,1.0,1,0
566,289978492100000000,355913,763791621.0,90313,28.99784921,60851.0,464968400.0,14.6,0.4,0.0333333333333333,어쌔신 크리드,2017-01-11,0.0,액션,1,1.0,0.0,1,1
249,281879190000000000,354601,1025482700.0,123030,28.187919,14315.0,105250200.0,4.3,0.0666666666666666,0.0333333333333333,플립,2017-07-12,0.0,드라마,2,0.0,0.0,1,1
539,281574288600000000,351830,765636486.0,92471,28.15742886,84068.0,686422300.0,6.9,0.4,0.0666666666666666,석조저택 살인사건,2017-05-09,1.0,기타,1,0.0,0.0,1,1
387,264657850000000000,351779,891317000.0,112135,26.465785,18869.0,137492000.0,9.4,0.2333333333333333,0.0666666666666666,커플즈,2011-11-02,1.0,멜로/로맨스,1,0.0,0.0,0,0
189,260734989800000000,351555,1708472362.0,224023,26.07349898,13947.0,97261000.0,3.0,0.3666666666666666,0.0333333333333333,미드나잇 인 파리,2012-07-05,0.0,코미디,1,0.0,0.0,0,1
576,268551902100000000,351276,945782821.0,119087,26.85519021,65584.0,395873500.0,11.0,0.6333333333333333,0.0333333333333333,싱글라이더,2017-02-22,1.0,드라마,1,1.0,0.0,1,0
168,286123000000000000,351091,1876008600.0,227358,28.6123,8390.0,64126700.0,2.3,0.4666666666666667,0.0333333333333333,그녀,2014-05-22,0.0,드라마,0,1.0,0.0,1,0
425,288618500000000000,350563,1059535000.0,117879,28.86185,19337.0,161060500.0,9.8,0.2666666666666666,0.0333333333333333,오즈 그레이트 앤드 파워풀,2013-03-07,0.0,기타,3,1.0,0.0,1,1
629,267728463900000000,347790,784052239.0,98086,26.77284639,55985.0,407772400.0,13.5,0.4,0.0333333333333333,7호실,2017-11-15,1.0,코미디,1,0.0,1.0,1,1
446,266494100500000000,346483,586388005.0,72126,26.64941005,49585.0,365671600.0,12.1,0.3666666666666666,0.0333333333333333,치외법권,2015-08-27,1.0,액션,1,0.0,0.0,1,0
306,231969650000000000,346441,490556000.0,70279,23.196965,151961.0,1020441500.0,12.2,0.0666666666666666,0.0333333333333333,짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,2011-05-05,0.0,애니메이션,3,0.0,1.0,1,0
337,275091150000000000,344876,921542500.0,108920,27.509115,46858.0,360949000.0,12.8,0.1333333333333333,0.0666666666666666,링컨: 뱀파이어 헌터,2012-08-30,0.0,액션,0,1.0,0.0,1,1
308,280000143800000000,344766,1052863738.0,126890,28.00001438,19229.0,148644600.0,3.8,0.1333333333333333,0.0666666666666666,아메리칸 스나이퍼,2015-01-14,0.0,액션,0,1.0,0.0,1,1
224,320968290000000000,342366,1090468000.0,112697,32.096829,100191.0,947048800.0,8.0,0.2,0.0333333333333333,러브 유어셀프 인 서울,2019-01-26,1.0,기타,3,0.0,1.0,1,0
356,259653328800000000,341882,991696988.0,126865,25.96533288,55379.0,415843000.0,4.8,0.6,0.0666666666666666,숲속으로,2014-12-24,0.0,기타,3,1.0,0.0,1,0
385,273597250000000000,339844,789047000.0,94895,27.359725,13936.0,110483800.0,3.7,0.3666666666666666,0.1,하이힐,2014-06-03,1.0,범죄,0,0.0,1.0,1,0
360,224823800000000000,338168,629586000.0,93656,22.48238,29841.0,192366500.0,7.8,0.3,0.1,음치 클리닉,2012-11-29,1.0,멜로/로맨스,2,0.0,1.0,1,0
333,241342709700000000,338080,739154500.0,99528,24.13427097,16238.0,115338500.0,5.9,0.4333333333333333,0.0666666666666666,맨발의 꿈,2010-06-24,1.0,드라마,3,0.0,1.0,1,1
569,290250031000000000,336074,952482010.0,102179,29.0250031,109242.0,887162760.0,12.2,0.2,0.0333333333333333,브링 더 소울 : 더 무비,2019-08-07,1.0,,3,1.0,1.0,1,0
226,231011376100000000,335706,840777713.0,117691,23.10113761,6064.0,41223000.0,1.7,0.0666666666666666,0.0333333333333333,늑대아이,2012-09-13,0.0,애니메이션,3,0.0,0.0,0,1
385,224701700000000000,334323,569411500.0,81804,22.47017,25123.0,163352500.0,6.6,0.1666666666666666,0.0333333333333333,미나문방구,2013-05-16,1.0,드라마,3,0.0,1.0,1,0
310,235862960100000000,332619,806220589.0,110659,23.58629601,31034.0,210200500.0,7.8,0.3,0.1,남영동1985,2012-11-22,1.0,드라마,1,0.0,0.0,1,0
331,305511974800000000,332180,1071862248.0,107240,30.55119748,25680.0,221171900.0,7.4,0.4,0.0333333333333333,에베레스트,2015-09-24,0.0,기타,2,1.0,0.0,1,1
467,263751740600000000,331877,558041806.0,67022,26.37517406,24843.0,189803500.0,11.5,0.1,0.0666666666666666,위자: 저주의 시작,2016-11-09,0.0,기타,2,1.0,0.0,1,0
274,245236856600000000,331760,677799507.0,87835,24.52368566,20457.0,146309000.0,2.8,0.1333333333333333,0.1333333333333333,무서운 이야기,2012-07-25,1.0,기타,0,0.0,1.0,1,0
403,246691308000000000,330665,441346600.0,56343,24.6691308,9210.0,67322600.0,1.2,0.1,0.0666666666666666,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,0.0,애니메이션,3,0.0,1.0,1,0
280,242897929200000000,329086,914463000.0,117566,24.28979292,26254.0,189839000.0,12.4,0.1,0.0333333333333333,킬러스,2010-09-02,0.0,액션,1,0.0,1.0,1,0
419,239210980000000000,329029,797747600.0,105184,23.921098,19897.0,134433800.0,8.2,0.1,0.0333333333333333,선 오브 갓,2014-04-10,0.0,드라마,2,0.0,0.0,0,1
241,244360350000000000,327612,1119703000.0,143907,24.436035,13118.0,92888500.0,5.7,0.2,0.0333333333333333,링컨 차를 타는 변호사,2011-06-16,0.0,범죄,1,0.0,0.0,0,0
419,239540950000000000,327591,702109000.0,91949,23.954095,42588.0,294694500.0,9.5,0.4666666666666667,0.1333333333333333,잭 라이언 : 코드네임 쉐도우,2014-01-16,0.0,액션,2,0.0,1.0,1,1
357,245894620000000000,325016,512218000.0,65131,24.589462,32216.0,249312600.0,3.4,0.1333333333333333,0.0333333333333333,스폰지밥 3D,2015-02-18,0.0,애니메이션,3,0.0,1.0,1,1
664,276084536500000000,321018,1162877565.0,128723,27.60845365,35745.0,288515000.0,11.3,0.3,0.0666666666666666,블레이드 러너 2049,2017-10-12,0.0,기타,1,1.0,0.0,1,1
434,261092942900000000,320923,778081829.0,92279,26.10929429,35140.0,270250900.0,11.0,0.4333333333333333,0.0333333333333333,극적인 하룻밤,2015-12-03,1.0,멜로/로맨스,0,0.0,1.0,0,0
406,208046850000000000,320409,450597500.0,66391,20.804685,45532.0,287678500.0,9.4,0.1666666666666666,0.1666666666666666,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014-01-09,0.0,애니메이션,3,0.0,1.0,1,1
538,241583020000000000,320353,465509400.0,57099,24.158302,6569.0,45405200.0,1.7,0.1666666666666666,0.0333333333333333,아기배달부 스토크,2016-12-07,0.0,애니메이션,3,1.0,0.0,1,0
365,233190070000000000,319072,474814300.0,62132,23.319007,4770.0,34094500.0,1.2,0.1,0.0333333333333333,뮨: 달의 요정,2015-09-24,0.0,애니메이션,3,0.0,0.0,1,1
343,228155991400000000,318157,688397000.0,91725,22.81559914,22761.0,158560500.0,13.9,0.4,0.0333333333333333,검우강호,2010-10-14,0.0,액션,1,0.0,0.0,0,1
